"","OBEC","NAZEVOBCE","NAZEVNUTS","HLASY_07","PL_HL_CELK","zeman_pct"
"2868",575623,"Semín","Pardubice",136,310,43.8709677419355
"2869",576832,"Třebešov","Rychnov nad Kněžnou",68,155,43.8709677419355
"2870",569569,"Světlá nad Sázavou","Havlíčkův Brod",1640,3739,43.8619951858786
"2871",563111,"Kalek","Chomutov",50,114,43.859649122807
"2872",574252,"Meziměstí","Náchod",500,1140,43.859649122807
"2873",577642,"Veselá","Semily",50,114,43.859649122807
"2874",581534,"Chrudichromy","Blansko",50,114,43.859649122807
"2875",586897,"Bítovčice","Jihlava",100,228,43.859649122807
"2876",595268,"Bobrová","Žďár nad Sázavou",196,447,43.8478747203579
"2877",534081,"Chabeřice","Kutná Hora",57,130,43.8461538461538
"2878",540536,"Kozárovice","Příbram",89,203,43.8423645320197
"2879",598810,"Třinec","Frýdek-Místek",6871,15674,43.8369273956871
"2880",536890,"Uzeničky","Strakonice",32,73,43.8356164383562
"2881",546399,"Míšov","Plzeň-jih",32,73,43.8356164383562
"2882",572624,"Útěchov","Svitavy",64,146,43.8356164383562
"2883",591777,"Studnice","Třebíč",32,73,43.8356164383562
"2884",566233,"Chlumčany","Louny",135,308,43.8311688311688
"2885",569844,"Lužice","Olomouc",71,162,43.8271604938272
"2886",541231,"Rožmitál pod Třemšínem","Příbram",971,2216,43.8176895306859
"2887",513164,"Ždánice","Kolín",92,210,43.8095238095238
"2888",552976,"Rataje","Tábor",46,105,43.8095238095238
"2889",560120,"Radnice","Rokycany",375,856,43.8084112149533
"2890",540315,"Hvožďany","Příbram",191,436,43.8073394495413
"2891",546216,"Jitkov","Havlíčkův Brod",60,137,43.7956204379562
"2892",573663,"Údrnice","Jičín",60,137,43.7956204379562
"2893",558419,"Držovice","Prostějov",328,749,43.7917222963952
"2894",540773,"Postřelmov","Šumperk",701,1601,43.7851342910681
"2895",557161,"Svéradice","Klatovy",81,185,43.7837837837838
"2896",501841,"Grygov","Olomouc",345,788,43.7817258883249
"2897",531995,"Zaječov","Beroun",334,763,43.7745740498034
"2898",502545,"Horka nad Moravou","Olomouc",555,1268,43.7697160883281
"2899",556505,"Křenice","Klatovy",49,112,43.75
"2900",565318,"Mšené-lázně","Litoměřice",402,919,43.7431991294886
"2901",599191,"Nový Jičín","Nový Jičín",4734,10824,43.7361419068736
"2902",562611,"Krásná Lípa","Děčín",575,1315,43.7262357414449
"2903",582999,"Hajany","Brno-venkov",108,247,43.7246963562753
"2904",576921,"Záměl","Rychnov nad Kněžnou",153,350,43.7142857142857
"2905",561169,"Rozvadov","Tachov",146,334,43.7125748502994
"2906",547948,"Hořepník","Pelhřimov",139,318,43.7106918238994
"2907",509574,"Oldřišov","Opava",309,707,43.7057991513437
"2908",592978,"Dětkovice","Vyškov",59,135,43.7037037037037
"2909",592986,"Dobročkovice","Vyškov",52,119,43.6974789915966
"2910",559628,"Všeruby","Plzeň-sever",298,682,43.6950146627566
"2911",541354,"Zábřeh","Šumperk",2928,6701,43.6949708998657
"2912",580848,"Rudoltice","Ústí nad Orlicí",304,696,43.6781609195402
"2913",562751,"Mikulášovice","Děčín",324,742,43.6657681940701
"2914",546381,"Horní Radouň","Jindřichův Hradec",62,142,43.6619718309859
"2915",554405,"Úsilov","Domažlice",31,71,43.6619718309859
"2916",574201,"Horka u Staré Paky","Semily",62,142,43.6619718309859
"2917",576328,"Janov","Rychnov nad Kněžnou",31,71,43.6619718309859
"2918",584231,"Žabčice","Brno-venkov",372,852,43.6619718309859
"2919",564575,"Bechlín","Litoměřice",272,623,43.6597110754414
"2920",596396,"Pavlov","Žďár nad Sázavou",86,197,43.6548223350254
"2921",557641,"Čižice","Plzeň-jih",141,323,43.6532507739938
"2922",557145,"Lukoveček","Zlín",110,252,43.6507936507937
"2923",558796,"Dolní Bělá","Plzeň-sever",110,252,43.6507936507937
"2924",575771,"Svinčany","Pardubice",103,236,43.6440677966102
"2925",531987,"Dolní Zimoř","Mělník",24,55,43.6363636363636
"2926",565164,"Libochovice","Litoměřice",730,1673,43.6341900777047
"2927",534650,"Žehušice","Kutná Hora",178,408,43.6274509803922
"2928",544337,"Hamr na Jezeře","Česká Lípa",89,204,43.6274509803922
"2929",540871,"Rohle","Šumperk",123,282,43.6170212765958
"2930",569631,"Sviadnov","Frýdek-Místek",444,1018,43.614931237721
"2931",559903,"Kařez","Rokycany",140,321,43.613707165109
"2932",542041,"Lužná","Rakovník",426,977,43.6028659160696
"2933",575968,"Veselí","Pardubice",92,211,43.6018957345972
"2934",561649,"Lčovice","Prachatice",34,78,43.5897435897436
"2935",569691,"Věž","Havlíčkův Brod",204,468,43.5897435897436
"2936",567442,"Teplice","Teplice",8634,19810,43.5840484603735
"2937",584215,"Zbraslav","Brno-venkov",295,677,43.5745937961595
"2938",593028,"Habrovany","Vyškov",183,420,43.5714285714286
"2939",505030,"Dolní Bezděkov","Chrudim",44,101,43.5643564356436
"2940",583731,"Přísnotice","Brno-venkov",203,466,43.5622317596566
"2941",550817,"Bělčice","Strakonice",213,489,43.558282208589
"2942",587737,"Rodkov","Žďár nad Sázavou",27,62,43.5483870967742
"2943",599956,"Tichá","Nový Jičín",398,914,43.5448577680525
"2944",596728,"Sirákov","Žďár nad Sázavou",64,147,43.5374149659864
"2945",562556,"Jetřichovice","Děčín",101,232,43.5344827586207
"2946",544884,"Olešnice","České Budějovice",175,402,43.5323383084577
"2947",531065,"Souňov","Kutná Hora",37,85,43.5294117647059
"2948",523704,"Šumperk","Šumperk",5441,12501,43.5245180385569
"2949",535214,"Střemy","Mělník",104,239,43.5146443514644
"2950",566942,"Raková","Rokycany",57,131,43.5114503816794
"2951",550027,"Záhoří","Písek",181,416,43.5096153846154
"2952",531324,"Komárov","Beroun",536,1232,43.5064935064935
"2953",525588,"Bludov","Šumperk",729,1676,43.4964200477327
"2954",566721,"Smolnice","Louny",107,246,43.4959349593496
"2955",530948,"Vrchotovy Janovice","Benešov",224,515,43.495145631068
"2956",541699,"Čistá","Rakovník",167,384,43.4895833333333
"2957",552674,"Střítež","Frýdek-Místek",227,522,43.4865900383142
"2958",506711,"Dolní Lhota","Ostrava-město",387,890,43.4831460674157
"2959",536415,"Měkynec","Strakonice",10,23,43.4782608695652
"2960",547689,"Čáslavsko","Pelhřimov",30,69,43.4782608695652
"2961",562211,"Varvažov","Písek",60,138,43.4782608695652
"2962",566284,"Koštice","Louny",140,322,43.4782608695652
"2963",578592,"Třebčice","Plzeň-jih",20,46,43.4782608695652
"2964",592480,"Pašovice","Uherské Hradiště",170,391,43.4782608695652
"2965",573108,"Libáň","Jičín",326,750,43.4666666666667
"2966",533530,"Nová Ves I","Kolín",269,619,43.4571890145396
"2967",563021,"Černovice","Chomutov",126,290,43.448275862069
"2968",532495,"Koleč","Kladno",116,267,43.4456928838951
"2969",536857,"Velké Všelisy","Mladá Boleslav",86,198,43.4343434343434
"2970",553221,"Hrabová","Šumperk",145,334,43.4131736526946
"2971",590495,"Čikov","Třebíč",56,129,43.4108527131783
"2972",585751,"Slavičín","Zlín",1483,3417,43.4006438396254
"2973",547255,"Švábov","Jihlava",23,53,43.3962264150943
"2974",558583,"Zdemyslice","Plzeň-jih",138,318,43.3962264150943
"2975",575381,"Mokošín","Pardubice",46,106,43.3962264150943
"2976",579335,"Chvaleč","Trutnov",138,318,43.3962264150943
"2977",599115,"Řípec","Tábor",69,159,43.3962264150943
"2978",585998,"Zádveřice-Raková","Zlín",328,756,43.3862433862434
"2979",588300,"Bařice-Velké Těšany","Kroměříž",118,272,43.3823529411765
"2980",544591,"Chrášťany","České Budějovice",154,355,43.3802816901408
"2981",577405,"Poniklá","Semily",265,611,43.3715220949263
"2982",505293,"Troubelice","Olomouc",428,987,43.3637284701115
"2983",576883,"Vamberk","Rychnov nad Kněžnou",954,2200,43.3636363636364
"2984",589331,"Březsko","Prostějov",49,113,43.3628318584071
"2985",505188,"Šternberk","Olomouc",2667,6151,43.3588034465941
"2986",545457,"Černá v Pošumaví","Český Krumlov",173,399,43.3583959899749
"2987",591246,"Nová Ves","Třebíč",62,143,43.3566433566434
"2988",569992,"Habřina","Hradec Králové",75,173,43.3526011560694
"2989",558770,"Dobříč","Plzeň-sever",101,233,43.3476394849785
"2990",567345,"Patokryje","Most",101,233,43.3476394849785
"2991",540153,"Drásov","Příbram",114,263,43.3460076045627
"2992",588920,"Rajnochovice","Kroměříž",114,263,43.3460076045627
"2993",588296,"Kroměříž","Kroměříž",6288,14510,43.3356305995865
"2994",500879,"Bystročice","Olomouc",182,420,43.3333333333333
"2995",531049,"Zvěstov","Benešov",78,180,43.3333333333333
"2996",531791,"Svatá","Beroun",117,270,43.3333333333333
"2997",537527,"Bohunice","Prachatice",13,30,43.3333333333333
"2998",596914,"Ujčov","Žďár nad Sázavou",117,270,43.3333333333333
"2999",534773,"Dřínov","Mělník",81,187,43.3155080213904
"3000",571695,"Leština","Ústí nad Orlicí",68,157,43.312101910828
"3001",535044,"Mělnické Vtelno","Mělník",168,388,43.298969072165
"3002",585432,"Loučka","Zlín",126,291,43.298969072165
"3003",589217,"Zlobice","Kroměříž",126,291,43.298969072165
"3004",595250,"Blízkov","Žďár nad Sázavou",84,194,43.298969072165
"3005",558401,"Střížovice","Plzeň-jih",100,231,43.2900432900433
"3006",504301,"Dřenice","Chrudim",87,201,43.2835820895522
"3007",565971,"Louny","Louny",3532,8162,43.2737074246508
"3008",553824,"Kout na Šumavě","Domažlice",270,624,43.2692307692308
"3009",598496,"Šípy","Rakovník",45,104,43.2692307692308
"3010",585491,"Machová","Zlín",141,326,43.2515337423313
"3011",572284,"Hartinkov","Svitavy",16,37,43.2432432432432
"3012",573116,"Libošovice","Jičín",128,296,43.2432432432432
"3013",584428,"Dolní Dunajovice","Břeclav",384,888,43.2432432432432
"3014",573655,"Úbislavice","Jičín",115,266,43.2330827067669
"3015",592382,"Mistřice","Uherské Hradiště",265,613,43.2300163132137
"3016",592749,"Uherský Ostroh","Uherské Hradiště",937,2168,43.219557195572
"3017",586480,"Petrov","Hodonín",293,678,43.2153392330383
"3018",566519,"Nové Sedlo","Louny",191,442,43.2126696832579
"3019",535524,"Hosty","České Budějovice",35,81,43.2098765432099
"3020",563340,"Spořice","Chomutov",308,713,43.1977559607293
"3021",501794,"Dub nad Moravou","Olomouc",333,771,43.1906614785992
"3022",547760,"Černovice","Pelhřimov",374,866,43.1870669745958
"3023",568058,"Libouchec","Ústí nad Labem",374,866,43.1870669745958
"3024",571946,"Branžež","Mladá Boleslav",57,132,43.1818181818182
"3025",595098,"Vranov nad Dyjí","Znojmo",190,440,43.1818181818182
"3026",505013,"Příkazy","Olomouc",288,667,43.1784107946027
"3027",531448,"Libomyšl","Beroun",117,271,43.1734317343173
"3028",553557,"Díly","Domažlice",98,227,43.1718061674009
"3029",551759,"Sousedovice","Strakonice",60,139,43.1654676258993
"3030",561665,"Jestřebí","Česká Lípa",142,329,43.161094224924
"3031",569836,"Barchov","Hradec Králové",63,146,43.1506849315069
"3032",592102,"Buchlovice","Uherské Hradiště",601,1393,43.1442928930366
"3033",596876,"Škrdlovice","Žďár nad Sázavou",173,401,43.142144638404
"3034",534633,"Zruč nad Sázavou","Kutná Hora",975,2260,43.141592920354
"3035",569593,"Štoky","Havlíčkův Brod",434,1006,43.1411530815109
"3036",508357,"Kostelní Vydří","Jindřichův Hradec",44,102,43.1372549019608
"3037",586463,"Nový Poddvorov","Hodonín",44,102,43.1372549019608
"3038",576581,"Olešnice","Rychnov nad Kněžnou",116,269,43.1226765799257
"3039",599344,"Frenštát pod Radhoštěm","Nový Jičín",2254,5227,43.1222498565143
"3040",538469,"Máslovice","Praha-východ",97,225,43.1111111111111
"3041",578185,"Jedlová","Svitavy",197,457,43.1072210065646
"3042",530565,"Želkovice","Louny",25,58,43.1034482758621
"3043",535940,"Mazelov","České Budějovice",50,116,43.1034482758621
"3044",547859,"Zájezdec","Chrudim",25,58,43.1034482758621
"3045",550256,"Kašnice","Břeclav",50,116,43.1034482758621
"3046",553077,"Skalice","Tábor",125,290,43.1034482758621
"3047",583847,"Sentice","Brno-venkov",150,348,43.1034482758621
"3048",598330,"Tušovice","Příbram",25,58,43.1034482758621
"3049",548456,"Nová Cerekev","Pelhřimov",262,608,43.0921052631579
"3050",575097,"Chýšť","Pardubice",53,123,43.0894308943089
"3051",583278,"Ledce","Brno-venkov",53,123,43.0894308943089
"3052",530344,"Olbramovice","Benešov",293,680,43.0882352941177
"3053",533335,"Lhotka","Beroun",81,188,43.0851063829787
"3054",529761,"Žďár","Jindřichův Hradec",28,65,43.0769230769231
"3055",537870,"Březová","Karlovy Vary",112,260,43.0769230769231
"3056",574091,"Žlebské Chvalovice","Chrudim",28,65,43.0769230769231
"3057",593125,"Ježkovice","Vyškov",84,195,43.0769230769231
"3058",589225,"Žalkovice","Kroměříž",146,339,43.0678466076696
"3059",547468,"Zahrádky","Jindřichův Hradec",62,144,43.0555555555556
"3060",568872,"Charváty","Olomouc",189,439,43.0523917995444
"3061",581178,"Výprachtice","Ústí nad Orlicí",223,518,43.050193050193
"3062",552411,"Přáslavice","Olomouc",291,676,43.0473372781065
"3063",596281,"Obyčtov","Žďár nad Sázavou",99,230,43.0434782608696
"3064",552381,"Nová Hradečná","Olomouc",167,388,43.0412371134021
"3065",513288,"Mrzky","Kolín",34,79,43.0379746835443
"3066",531936,"Vidim","Mělník",34,79,43.0379746835443
"3067",565539,"Sovínky","Mladá Boleslav",68,158,43.0379746835443
"3068",598437,"Vševily","Příbram",34,79,43.0379746835443
"3069",558559,"Vrčeň","Plzeň-jih",71,165,43.030303030303
"3070",557137,"Strážov","Klatovy",293,681,43.0249632892805
"3071",570958,"Stračov","Hradec Králové",74,172,43.0232558139535
"3072",573604,"Služátky","Havlíčkův Brod",37,86,43.0232558139535
"3073",513717,"Urbanice","Hradec Králové",77,179,43.0167597765363
"3074",542521,"Michalovice","Litoměřice",40,93,43.010752688172
"3075",573795,"Vršce","Jičín",40,93,43.010752688172
"3076",592293,"Kostelany nad Moravou","Uherské Hradiště",215,500,43
"3077",586269,"Kněždub","Hodonín",221,514,42.9961089494163
"3078",595926,"Křižanov","Žďár nad Sázavou",405,942,42.9936305732484
"3079",554219,"Nová Bělá","Ostrava-město",497,1156,42.9930795847751
"3080",551660,"Radomyšl","Strakonice",276,642,42.9906542056075
"3081",561312,"Buřenice","Pelhřimov",46,107,42.9906542056075
"3082",569801,"Žižkovo Pole","Havlíčkův Brod",92,214,42.9906542056075
"3083",576603,"Orlické Záhoří","Rychnov nad Kněžnou",46,107,42.9906542056075
"3084",553948,"Milavče","Domažlice",141,328,42.9878048780488
"3085",531766,"Stašov","Beroun",95,221,42.9864253393665
"3086",592218,"Huštěnovice","Uherské Hradiště",239,556,42.9856115107914
"3087",567221,"Korozluky","Most",49,114,42.9824561403509
"3088",573779,"Máslojedy","Hradec Králové",49,114,42.9824561403509
"3089",542415,"Slabce","Rakovník",165,384,42.96875
"3090",561207,"Stráž","Tachov",204,475,42.9473684210526
"3091",540242,"Hluboš","Příbram",137,319,42.9467084639498
"3092",531928,"Hostín u Vojkovic","Mělník",70,163,42.9447852760736
"3093",544264,"Leskovec","Vsetín",143,333,42.9429429429429
"3094",571661,"Krouna","Chrudim",325,757,42.9326287978864
"3095",529842,"Jankov","Benešov",182,424,42.9245283018868
"3096",571466,"Horka","Chrudim",97,226,42.9203539823009
"3097",573272,"Ostroměř","Jičín",294,685,42.9197080291971
"3098",549771,"Protivín","Písek",1021,2379,42.91719209752
"3099",557676,"Dobřany","Plzeň-jih",1259,2934,42.9107021131561
"3100",598321,"Kozlovice","Frýdek-Místek",689,1606,42.9016189290162
"3101",588121,"Větrný Jeníkov","Jihlava",142,331,42.9003021148036
"3102",583481,"Neslovice","Brno-venkov",190,443,42.8893905191874
"3103",545171,"Trhové Sviny","České Budějovice",1091,2544,42.8852201257862
"3104",535028,"Lužec nad Vltavou","Mělník",262,611,42.8805237315876
"3105",535435,"Neplachov","České Budějovice",81,189,42.8571428571429
"3106",539473,"Ovesné Kladruby","Cheb",21,49,42.8571428571429
"3107",544647,"Bynovec","Děčín",75,175,42.8571428571429
"3108",548545,"Píšť","Pelhřimov",18,42,42.8571428571429
"3109",548987,"Útěchovice","Pelhřimov",18,42,42.8571428571429
"3110",549681,"Orlík nad Vltavou","Písek",63,147,42.8571428571429
"3111",550051,"Plenkovice","Znojmo",90,210,42.8571428571429
"3112",550400,"Bohušice","Třebíč",33,77,42.8571428571429
"3113",561070,"Pístina","Jindřichův Hradec",30,70,42.8571428571429
"3114",563498,"Výsluní","Chomutov",51,119,42.8571428571429
"3115",564664,"Bukovany","Příbram",21,49,42.8571428571429
"3116",565351,"Krakov","Rakovník",30,70,42.8571428571429
"3117",570524,"Olešnice","Hradec Králové",72,168,42.8571428571429
"3118",573019,"Holotín","Pardubice",15,35,42.8571428571429
"3119",580694,"Němčice","Svitavy",228,532,42.8571428571429
"3120",582204,"Petrov","Blansko",36,84,42.8571428571429
"3121",583022,"Hlína","Brno-venkov",66,154,42.8571428571429
"3122",583154,"Javůrek","Brno-venkov",78,182,42.8571428571429
"3123",584070,"Úsuší","Brno-venkov",36,84,42.8571428571429
"3124",584789,"Perná","Břeclav",168,392,42.8571428571429
"3125",590908,"Kouty","Třebíč",105,245,42.8571428571429
"3126",595314,"Borač","Brno-venkov",90,210,42.8571428571429
"3127",595918,"Křižánky","Žďár nad Sázavou",102,238,42.8571428571429
"3128",599450,"Grunta","Kolín",24,56,42.8571428571429
"3129",557587,"Blovice","Plzeň-jih",889,2075,42.8433734939759
"3130",535303,"Vraňany","Mělník",182,425,42.8235294117647
"3131",596817,"Stránecká Zhoř","Žďár nad Sázavou",152,355,42.8169014084507
"3132",532177,"Tuřany","Kladno",128,299,42.809364548495
"3133",568945,"Krucemburk","Havlíčkův Brod",372,869,42.8078250863061
"3134",534790,"Horní Počaply","Mělník",241,563,42.8063943161634
"3135",576476,"Lípa nad Orlicí","Rychnov nad Kněžnou",110,257,42.8015564202335
"3136",533441,"Krakovany","Kolín",181,423,42.789598108747
"3137",569780,"Ždírec nad Doubravou","Havlíčkův Brod",724,1692,42.789598108747
"3138",542784,"Huslenky","Vsetín",451,1054,42.7893738140417
"3139",589888,"Pivín","Prostějov",163,381,42.7821522309711
"3140",551899,"Třebohostice","Strakonice",80,187,42.7807486631016
"3141",549266,"Bernartice","Písek",296,692,42.7745664739884
"3142",554944,"Mrsklesy","Olomouc",145,339,42.7728613569322
"3143",586625,"Svatobořice-Mistřín","Hodonín",795,1859,42.764927380312
"3144",537853,"Straky","Nymburk",115,269,42.7509293680297
"3145",512192,"Horní Domaslavice","Frýdek-Místek",171,400,42.75
"3146",586943,"Brtnice","Jihlava",840,1965,42.7480916030534
"3147",548774,"Senožaty","Pelhřimov",159,372,42.741935483871
"3148",546585,"Jiřetín pod Bukovou","Jablonec nad Nisou",103,241,42.7385892116183
"3149",593192,"Krásensko","Vyškov",103,241,42.7385892116183
"3150",556467,"Kolinec","Klatovy",303,709,42.7362482369535
"3151",509116,"Červený Hrádek","Jindřichův Hradec",50,117,42.7350427350427
"3152",550175,"Podomí","Vyškov",97,227,42.7312775330396
"3153",515329,"Malhotice","Přerov",94,220,42.7272727272727
"3154",530786,"Říkov","Náchod",47,110,42.7272727272727
"3155",587087,"Dudín","Jihlava",44,103,42.7184466019417
"3156",553701,"Bačalky","Jičín",41,96,42.7083333333333
"3157",576204,"Černíkovice","Rychnov nad Kněžnou",164,384,42.7083333333333
"3158",581836,"Kulířov","Blansko",41,96,42.7083333333333
"3159",586030,"Archlebov","Hodonín",193,452,42.6991150442478
"3160",503410,"Žitovlice","Nymburk",38,89,42.6966292134831
"3161",568023,"Chuderov","Ústí nad Labem",228,534,42.6966292134831
"3162",531553,"Konětopy","Praha-východ",73,171,42.6900584795322
"3163",532916,"Šlapanice","Kladno",35,82,42.6829268292683
"3164",571806,"Nová Ves u Bakova","Mladá Boleslav",70,164,42.6829268292683
"3165",598071,"Čeladná","Frýdek-Místek",691,1619,42.6806670784435
"3166",549720,"Přílepy","Kroměříž",233,546,42.6739926739927
"3167",594679,"Práče","Znojmo",166,389,42.6735218508997
"3168",531162,"Felbabka","Beroun",64,150,42.6666666666667
"3169",578312,"Zborovy","Klatovy",32,75,42.6666666666667
"3170",583065,"Hradčany","Brno-venkov",157,368,42.6630434782609
"3171",558257,"Příchovice","Plzeň-jih",250,586,42.6621160409556
"3172",552011,"Štarnov","Olomouc",151,354,42.6553672316384
"3173",593397,"Nemojany","Vyškov",148,347,42.6512968299712
"3174",506494,"Nové Hamry","Karlovy Vary",87,204,42.6470588235294
"3175",535745,"Domousnice","Mladá Boleslav",58,136,42.6470588235294
"3176",587893,"Velké Tresné","Žďár nad Sázavou",29,68,42.6470588235294
"3177",574228,"Martínkovice","Náchod",113,265,42.6415094339623
"3178",545481,"Frymburk","Český Krumlov",281,659,42.6403641881639
"3179",586072,"Bukovany","Hodonín",162,380,42.6315789473684
"3180",578584,"Pomezí","Svitavy",257,603,42.620232172471
"3181",546801,"Nová Včelnice","Jindřichův Hradec",459,1077,42.6183844011142
"3182",544914,"Střelná","Vsetín",124,291,42.6116838487972
"3183",599638,"Hrubý Jeseník","Nymburk",121,284,42.6056338028169
"3184",561631,"Jablonné v Podještědí","Liberec",714,1676,42.6014319809069
"3185",565393,"Ploskovice","Litoměřice",95,223,42.6008968609865
"3186",555321,"Opava (nečleněná část města)","Opava",9998,23470,42.5990626331487
"3187",531227,"Hudlice","Beroun",279,655,42.5954198473282
"3188",563196,"Radimovice u Tábora","Tábor",23,54,42.5925925925926
"3189",562939,"Veselé","Děčín",66,155,42.5806451612903
"3190",538035,"Žehuň","Kolín",109,256,42.578125
"3191",547549,"Bohdalín","Pelhřimov",43,101,42.5742574257426
"3192",554588,"Polanka nad Odrou","Ostrava-město",1140,2678,42.5690814040329
"3193",589853,"Otinoves","Prostějov",63,148,42.5675675675676
"3194",531383,"Schořov","Kutná Hora",20,47,42.5531914893617
"3195",548898,"Rokytňany","Jičín",20,47,42.5531914893617
"3196",565580,"Plužná","Mladá Boleslav",40,94,42.5531914893617
"3197",571750,"Lozice","Chrudim",40,94,42.5531914893617
"3198",572853,"Pravy","Pardubice",20,47,42.5531914893617
"3199",595381,"Březské","Žďár nad Sázavou",40,94,42.5531914893617
"3200",564851,"Horní Beřkovice","Litoměřice",237,557,42.5493716337522
"3201",529991,"Křečovice","Benešov",197,463,42.548596112311
"3202",550272,"Cvrčovice","Brno-venkov",137,322,42.5465838509317
"3203",550787,"Strakonice","Strakonice",4712,11075,42.5462753950339
"3204",532479,"Kmetiněves","Kladno",57,134,42.5373134328358
"3205",586111,"Čeložnice","Hodonín",94,221,42.5339366515837
"3206",568104,"Malečov","Ústí nad Labem",168,395,42.5316455696203
"3207",538744,"Březnice","Zlín",296,696,42.5287356321839
"3208",550035,"Zbelítov","Písek",74,174,42.5287356321839
"3209",551791,"Střelské Hoštice","Strakonice",165,388,42.5257731958763
"3210",555380,"Nejdek","Karlovy Vary",1277,3003,42.5241425241425
"3211",505668,"Velký Újezd","Olomouc",273,642,42.5233644859813
"3212",561380,"Česká Lípa","Česká Lípa",6168,14505,42.5232678386763
"3213",588709,"Loukov","Kroměříž",199,468,42.5213675213675
"3214",591122,"Mastník","Třebíč",54,127,42.5196850393701
"3215",564656,"Budyně nad Ohří","Litoměřice",437,1028,42.5097276264591
"3216",534196,"Svatý Mikuláš","Kutná Hora",190,447,42.5055928411633
"3217",565873,"Vlastislav","Litoměřice",34,80,42.5
"3218",586196,"Hrubá Vrbka","Hodonín",119,280,42.5
"3219",591378,"Petrůvky","Třebíč",34,80,42.5
"3220",540480,"Moravičany","Šumperk",286,673,42.4962852897474
"3221",574864,"Čepí","Pardubice",99,233,42.4892703862661
"3222",560260,"Zbiroh","Rokycany",531,1250,42.48
"3223",593532,"Rašovice","Vyškov",127,299,42.4749163879599
"3224",575925,"Valy","Pardubice",110,259,42.4710424710425
"3225",584061,"Unkovice","Brno-venkov",172,405,42.4691358024691
"3226",565181,"Děkov","Rakovník",31,73,42.4657534246575
"3227",574899,"Dašice","Pardubice",417,982,42.4643584521385
"3228",569119,"Čavisov","Ostrava-město",135,318,42.4528301886792
"3229",579009,"Medový Újezd","Rokycany",59,139,42.4460431654676
"3230",587346,"Kamenice","Jihlava",452,1065,42.4413145539906
"3231",579785,"Velké Svatoňovice","Trutnov",258,608,42.4342105263158
"3232",563552,"Desná","Jablonec nad Nisou",552,1301,42.4289008455035
"3233",534064,"Hostovlice","Kutná Hora",56,132,42.4242424242424
"3234",535842,"Mokrý Lom","České Budějovice",28,66,42.4242424242424
"3235",536873,"Zvotoky","Strakonice",14,33,42.4242424242424
"3236",587826,"Rybné","Jihlava",28,66,42.4242424242424
"3237",595217,"Baliny","Žďár nad Sázavou",28,66,42.4242424242424
"3238",599743,"Petřvald","Nový Jičín",431,1016,42.4212598425197
"3239",595527,"Dolní Loučky","Brno-venkov",305,719,42.4200278164117
"3240",564028,"Frýdlant","Liberec",1404,3310,42.416918429003
"3241",584363,"Brumovice","Břeclav",204,481,42.4116424116424
"3242",562891,"Velká Bukovina","Děčín",95,224,42.4107142857143
"3243",581224,"Zámrsk","Ústí nad Orlicí",162,382,42.4083769633508
"3244",554171,"Šenov u Nového Jičína","Nový Jičín",444,1047,42.4068767908309
"3245",554324,"Lhotka","Ostrava-město",307,724,42.4033149171271
"3246",533858,"Veltruby","Kolín",304,717,42.3988842398884
"3247",596710,"Sejřek","Žďár nad Sázavou",39,92,42.3913043478261
"3248",530336,"Pláně","Plzeň-sever",64,151,42.3841059602649
"3249",569895,"Dobroslavice","Opava",192,453,42.3841059602649
"3250",595276,"Bobrůvka","Žďár nad Sázavou",64,151,42.3841059602649
"3251",534153,"Krchleby","Kutná Hora",89,210,42.3809523809524
"3252",560464,"Královské Poříčí","Sokolov",139,328,42.3780487804878
"3253",587729,"Nový Šaldorf-Sedlešovice","Znojmo",289,682,42.375366568915
"3254",581283,"Blansko","Blansko",4401,10386,42.3743500866551
"3255",578771,"Kočín","Plzeň-sever",25,59,42.3728813559322
"3256",554138,"Postřekov","Domažlice",261,616,42.3701298701299
"3257",537811,"Sokoleč","Nymburk",219,517,42.3597678916828
"3258",550001,"Vrcovice","Písek",36,85,42.3529411764706
"3259",581470,"Cetkovice","Blansko",155,366,42.3497267759563
"3260",571491,"Hrochův Týnec","Chrudim",393,928,42.3491379310345
"3261",546453,"Kámen","Děčín",47,111,42.3423423423423
"3262",586374,"Mikulčice","Hodonín",409,966,42.3395445134576
"3263",588181,"Vysoké Studnice","Jihlava",105,248,42.3387096774194
"3264",530883,"Vlašim","Benešov",2486,5873,42.3293035927124
"3265",510882,"Velká Polom","Ostrava-město",455,1075,42.3255813953488
"3266",555428,"Ostrov","Karlovy Vary",3191,7541,42.3153427927331
"3267",555339,"Malé Hoštice","Opava",410,969,42.3116615067079
"3268",513709,"Roubanina","Blansko",33,78,42.3076923076923
"3269",529664,"Těchařovice","Příbram",11,26,42.3076923076923
"3270",536016,"Zahájí","České Budějovice",110,260,42.3076923076923
"3271",536822,"Lom","Strakonice",22,52,42.3076923076923
"3272",548944,"Kovač","Jičín",33,78,42.3076923076923
"3273",569739,"Vlkanov","Havlíčkův Brod",11,26,42.3076923076923
"3274",517909,"Střítež nad Ludinou","Přerov",195,461,42.2993492407809
"3275",599999,"Trojanovice","Nový Jičín",585,1383,42.2993492407809
"3276",547280,"Suchdol nad Lužnicí","Jindřichův Hradec",758,1792,42.2991071428571
"3277",510289,"Slavkov","Opava",455,1076,42.2862453531598
"3278",534552,"Vlačice","Kutná Hora",52,123,42.2764227642276
"3279",506770,"Seloutky","Prostějov",123,291,42.2680412371134
